"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"BORBA";"R$ 10.878,93";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"CODAJÁS";"R$ 10.878,93";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"IPIXUNA";"R$ 10.878,93";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"NHAMUNDÁ";"R$ 10.878,93";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"MANICORÉ";"R$ 10.878,93";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"TAPAUÁ";"R$ 10.878,93";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"MANAQUIRI";"R$ 10.878,93";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"NOVO ARIPUANÃ";"R$ 10.878,93";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"ANORI";"R$ 10.908,08";
"Legais, Voluntárias e Específicas";"21CE - IMPLEMENTACAO DE POLITICAS DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"RIO PRETO DA EVA";"R$ 11.200,00";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"BENJAMIN CONSTANT";"R$ 11.218,25";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"IPIXUNA";"R$ 11.519,40";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 11.548,40";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"BARCELOS";"R$ 11.548,40";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"SILVES";"R$ 11.590,22";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 11.757,75";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"URUCARÁ";"R$ 11.760,00";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"TONANTINS";"R$ 11.828,85";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"ITAPIRANGA";"R$ 11.883,33";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"JAPURÁ";"R$ 11.892,00";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"LÁBREA";"R$ 11.921,25";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"IRANDUBA";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"CAREIRO DA VÁRZEA";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"SÃO PAULO DE OLIVENÇA";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"LÁBREA";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"CAREIRO";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"BENJAMIN CONSTANT";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"217U - APOIO A MANUTENCAO DOS POLOS DE ACADEMIA DA SAUDE";"Sem informação";"Fundo Público";"AM";"NOVA OLINDA DO NORTE";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"BOCA DO ACRE";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"NOVA OLINDA DO NORTE";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"EIRUNEPÉ";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"RIO PRETO DA EVA";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"AUTAZES";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"BARREIRINHA";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"BORBA";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"IPIXUNA";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"MANAQUIRI";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"PRESIDENTE FIGUEIREDO";"R$ 12.000,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"BARCELOS";"R$ 12.205,00";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"BARREIRINHA";"R$ 12.405,58";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"IRANDUBA";"R$ 12.429,50";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"EIRUNEPÉ";"R$ 12.918,75";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"TEFÉ";"R$ 13.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"HUMAITÁ";"R$ 13.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"MANICORÉ";"R$ 13.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"COARI";"R$ 13.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"MANACAPURU";"R$ 13.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"MAUÉS";"R$ 13.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"TABATINGA";"R$ 13.000,00";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"Não se aplica";"R$ 13.200,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"GUAJARÁ";"R$ 13.338,12";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"ITAMARATI";"R$ 13.343,46";
"Legais, Voluntárias e Específicas";"21CE - IMPLEMENTACAO DE POLITICAS DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"NOVO AIRÃO";"R$ 14.000,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"ANORI";"R$ 14.091,96";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Administração Pública Municipal";"AM";"BOA VISTA DO RAMOS";"R$ 14.224,96";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"RIO PRETO DA EVA";"R$ 14.224,96";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Administração Pública Municipal";"AM";"CAREIRO";"R$ 14.224,96";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"HUMAITÁ";"R$ 14.298,75";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"ANAMÃ";"R$ 14.328,00";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"MANICORÉ";"R$ 14.351,25";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"BERURI";"R$ 14.561,03";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"URUCARÁ";"R$ 14.561,03";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"NOVA OLINDA DO NORTE";"R$ 14.561,03";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"CARAUARI";"R$ 14.561,03";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"JUTAÍ";"R$ 14.563,36";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"PRESIDENTE FIGUEIREDO";"R$ 15.230,50";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"ALVARÃES";"R$ 15.370,76";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"TEFÉ";"R$ 15.611,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"SÃO SEBASTIÃO DO UATUMÃ";"R$ 15.915,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"ITACOATIARA";"R$ 16.000,00";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"PARINTINS";"R$ 16.000,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"ANAMÃ";"R$ 16.333,00";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"MAUÉS";"R$ 16.539,75";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"COARI";"R$ 16.749,24";
"Legais, Voluntárias e Específicas";"21CE - IMPLEMENTACAO DE POLITICAS DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"PARINTINS";"R$ 16.800,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"LÁBREA";"R$ 16.859,31";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"TABATINGA";"R$ 17.125,50";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"JAPURÁ";"R$ 17.140,16";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"ITAPIRANGA";"R$ 17.527,44";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"CARAUARI";"R$ 17.575,76";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"SÃO SEBASTIÃO DO UATUMÃ";"R$ 17.689,80";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"JURUÁ";"R$ 17.699,16";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"SÃO SEBASTIÃO DO UATUMÃ";"R$ 17.725,56";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"AMATURÁ";"R$ 18.205,64";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"ITAMARATI";"R$ 18.369,32";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"CAAPIRANGA";"R$ 18.421,44";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"MAUÉS";"R$ 18.935,20";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"FONTE BOA";"R$ 19.310,63";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"ITAMARATI";"R$ 20.193,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"MANAUS";"R$ 20.242,50";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"PAUINI";"R$ 20.795,00";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"BARREIRINHA";"R$ 21.018,00";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"ITAPIRANGA";"R$ 21.042,72";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"SILVES";"R$ 21.095,68";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"PAUINI";"R$ 21.184,60";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"NOVO ARIPUANÃ";"R$ 21.663,09";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"COARI";"R$ 21.678,25";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"CAAPIRANGA";"R$ 21.925,23";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"JURUÁ";"R$ 22.071,36";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"ATALAIA DO NORTE";"R$ 22.100,00";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"JAPURÁ";"R$ 22.182,55";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"UARINI";"R$ 22.183,63";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"ENVIRA";"R$ 22.269,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"ITAMARATI";"R$ 22.320,00";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"ITAPIRANGA";"R$ 22.406,43";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"PAUINI";"R$ 22.464,00";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"TAPAUÁ";"R$ 22.500,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"AUTAZES";"R$ 22.522,50";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"UARINI";"R$ 22.711,88";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"APUÍ";"R$ 23.660,72";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"ALVARÃES";"R$ 23.811,08";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"SÃO SEBASTIÃO DO UATUMÃ";"R$ 24.087,00";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"MARAÃ";"R$ 24.195,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"URUCARÁ";"R$ 24.318,08";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"ATALAIA DO NORTE";"R$ 24.450,20";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"URUCURITUBA";"R$ 24.576,00";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"MANACAPURU";"R$ 24.903,25";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"BARCELOS";"R$ 24.930,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"CANUTAMA";"R$ 25.050,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"NOVO AIRÃO";"R$ 25.772,48";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"NOVA OLINDA DO NORTE";"R$ 25.777,50";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"UARINI";"R$ 25.870,40";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"ALVARÃES";"R$ 25.989,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"SANTA ISABEL DO RIO NEGRO";"R$ 26.002,56";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"ITACOATIARA";"R$ 26.011,50";
